ID,LowerID,Heading,UpperID
AR-0444,17,,35
AR-0445,15,,33
AR-0446,2,,20
AR-0447,1,,19
AR-0447,8,,26
AR-0448,5,,23
AR-0449,15,,33
AR-0450,15,,33
AR-0451,10,,28
AR-0452,10,,28
AR-0453,4,,22
AR-0454,1,,19
AR-0454,8,,26
AR-0455,6,,24
AR-0456,16,,34
AR-0457,1,,19
AR-0458,18,,36
AR-0459,5,,23
AR-0460,17,,35
AR-0461,14,,32
AR-0462,3,30,21
AR-0463,17,,35
AR-0464,4,,22
AR-0465,7,,25
AR-0466,4,,22
AR-0467,,,
AR-0468,,,
AR-0469,,,
AR-0470,,,
AR-0471,,,
AR-0472,,,
AR-0473,,,
AR-0474,,,
AR-0475,,,
AR-0476,,,
AR-0477,,,
AR-0478,,,
AR-0479,,,
AR-0480,,,
AR-0481,,,
AR-0482,,,
AR-0483,,,
AR-0484,9,,27
AR-0485,14,,32
AR-0486,4,,22
AR-0487,,,
AR-0488,,,
AR-0489,,,
AR-0490,,,
AR-0491,,,
AR-0492,5,,23
AR-0494,9,107,27
AR-0513,8,70,26
AR-0596,4,,22
AR-0596,9,,27
AR-0596,17,,35
AR02,H1,,
AR03,9,93,27
AR04,18,,36
AR05,18,183.1,36
AR06,10,102.4,28
AR07,H1,,
AR08,15,,33
AR09,18,183.8,36
AR10,9,91.9,27
AR11,16,,34
AR12,9,,27
AR13,14,,32
AR17,18,,36
AR19,1,,19
AR20,H1,,
AR21,H1,,
AR22,18,,36
AR23,16,,34
AR24,H1,,
AR27,16,,34
AR28,9,,27
AR29,H1,,
AR30,H1,,
AR31,H1,,
AR32,H1,,
AR33,H1,,
AR34,E,,W
AR35,15,,33
AR35,18,,36
AR36,H1,,
AR37,H1,,
AR40,H1,,
AR41,H1,,
AR42,H1,,
AR43,18,,36
AR44,9,,27
AR45,H1,,
AR46,18,,36
AR47,H1,,
AR48,H1,,
AR49,H1,,
AR50,18,,36
AR51,H1,,
AR52,H1,,
AR53,H1,,
AR54,18,,36
AR55,18,,36
AR56,N,,S
AR59,H1,,
AR60,H1,,
AR61,H1,,
AR62,H1,,
AR62,H2,,
AR62,H3,,
AR63,H1,,
AR65,H1,,
AR66,H1,,
AR67,H1,,
AR68,H1,,
AR69,H1,,
AR70,H1,,
AR71,H1,,
AR72,H1,,H1
AR72,H2,,
AR72,H3,,H3
AR73,H1,,
AR74,H1,,
AR75,H1,,
AR76,H1,,
AR77,H1,,
AR78,H1,,
AR79,9,,27
AR80,H1,,
AR81,3,,21
AR82,17,,35
AR83,4,,22
AR85,H1,,
AR87,H1,,
AR88,11,,29
AR89,2,,20
AR90,H1,,
AR91,18,,36
AR92,H1,,
AR93,9,,27
AR95,H1,,
AR97,18,,36
ATN,12,,30
ATP,16,,34
AU-0006,4,,22
AU-0006,13,,31
AU-0007,4,,22
AU-0014,18,,36
AU-0015,6,,24
AU-0015,12,,30
AU-0016,18,,36
AU-0017,14,,32
AU-0018,9,,27
AU-0018,18,,36
AU-0032,1,,19
AU-0038,15,,33
AU-0050,1,,19
AU-0053,9,,27
AU-0053,18,,36
AU-0054,8,,26
AU-0115,5,,23
AU-HIS,17,,35
AU-MWY,6,,24
AU-MWY,11,,29
AUI,15,,33
AUJ,14,,32
AUP,6,,24
AUV,14,,32
AYAQ,5,,23
AYAU,14,,32
AYBB,11,,29
AYBK,4,48,22
AYBR,12,,30
AYBS,12,,30
AYBT,11,,29
AYBW,5,,23
AYBX,4,,22
AYCH,3,35.6,21
AYDO,10,,28
AYDP,6,,24
AYDQ,12,,30
AYDS,10,,28
AYDU,14,135,32
AYDW,10,,28
AYDY,10,,28
AYEB,1,,19
AYED,2,,20
AYEG,1,,19
AYEK,9,,27
AYEL,14,,32
AYEM,17,,35
AYEN,16,,34
AYEO,4,,22
AYEY,2,,20
AYFE,12,,30
AYFK,6,,24
AYFO,12,,30
AYFS,9,,27
AYFU,5,,23
AYGA,17L,176,35R
AYGA,17R,176,35L
AYGD,2,,20
AYGE,12,,30
AYGH,3,,21
AYGM,2,,20
AYGN,9,101.3,27
AYGO,17,,35
AYGQ,11,,29
AYGR,3,38.1,21
AYGY,14,,32
AYHA,3,,21
AYHB,2,,20
AYHE,16,,34
AYHH,4,,22
AYHJ,1,,9
AYHK,12,133,30
AYHN,17,,35
AYHO,6,,24
AYHQ,3,,21
AYHT,14,,32
AYHW,8,,26
AYHX,17,,35
AYIB,3,,21
AYII,6,,24
AYIM,18,,36
AYIN,11,,29
AYIP,18,,36
AYIR,5,,23
AYIS,16,,34
AYIU,10,,28
AYKA,14,,32
AYKI,7,,25
AYKJ,9,,27
AYKM,14,146,32
AYKR,16,159.6,34
AYKV,12,124.9,30
AYKY,12,,30
AYLE,2,29,20
AYLH,1,,19
AYLO,4,,22
AYLS,12,,30
AYLX,4,,22
AYLZ,10,,28
AYMB,17,,35
AYMD,7,75,25
AYMH,8,85,26
AYMH,12,121,30
AYMN,17,172.8,35
AYMO,16,161,34
AYMR,9,,27
AYMS,8,,26
AYMY,15,,33
AYNM,12,,30
AYNO,8,,26
AYNT,9,,27
AYNZ,9,95,27
AYOD,10,,28
AYOE,1,,19
AYOH,1,,19
AYOJ,10,,28
AYOK,2,,20
AYOS,17,,35
AYOU,18,,36
AYOX,1,,19
AYPA,11,,29
AYPC,1,,19
AYPI,5,,23
AYPO,18,,36
AYPQ,1,,19
AYPY,14L,148.4,32R
AYPY,14R,148.5,32L
AYQB,7,,25
AYQM,16,,34
AYQV,15,,33
AYQW,7,,25
AYRG,15,,33
AYRR,8,,26
AYRT,16,,34
AYRV,5,,23
AYSB,18,,36
AYSI,6,,24
AYSR,10,,28
AYSX,17,,35
AYTA,14,,32
AYTB,14,,32
AYTD,7,,25
AYTK,10,106.4,28
AYTM,16,,34
AYTQ,14,,32
AYTS,6,,24
AYTT,18,,36
AYTW,2,,20
AYTZ,4,,22
AYU,14,,32
AYUA,4,,22
AYUC,13,,31
AYUE,9,,27
AYUG,7,,25
AYUN,7,,25
AYUO,16,,34
AYUQ,13,,31
AYUS,14,,32
AYUT,15,,33
AYUV,14,,32
AYUX,4,,22
AYUZ,7,,25
AYVA,17,,35
AYVB,10,,28
AYVL,14,143,32
AYVM,2,,20
AYVN,12,130,30
AYVO,4,,22
AYVP,8,,26
AYWB,14,,32
AYWD,14,139,32
AYWK,10,103.9,28
AYWN,15,,33
AYWO,11,,29
AYXB,16,,34
AYXI,18,,36
AYXY,11,,29
AYYD,10,,28
AYYI,16,,34
AYYN,6,,24
AYYQ,3,,21
AYYT,12,,30
AYYU,11,,29
AYYV,14,,32
AYYW,15,,33
AYZQ,11,,29
AYZU,3,,21
AYZW,17,,35
AYZZ,14,,32
AZ00,5,,23
AZ01,8,,26
AZ02,H1,,
AZ03,4,,22
AZ04,14,,32
AZ05,16,,34
AZ06,1,,19
AZ06,6,,24
AZ06,16,,34
AZ07,H2,,
AZ08,H1,,
AZ09,18,,36
AZ10,H1,,
AZ11,H1,,
AZ12,H1,,
AZ13,17,,35
AZ14,9,,27
AZ15,H1,,
AZ16,H1,,
AZ17,18,,36
AZ18,H1,,
AZ19,2,,20
AZ20,H1,,
AZ21,17,,35
AZ22,H1,,
AZ23,H1,,
AZ24,H1,,
AZ25,18,,36
AZ26,3,,21
AZ26,8,,26
AZ27,6,,24
AZ28,17,,35
AZ29,H1,,
AZ30,H1,,
AZ31,17,,35
AZ32,18,,36
AZ33,H1,,
AZ34,18,,36
AZ35,H1,,
AZ36,H1,,
AZ37,H1,,
AZ38,12,,30
AZ39,H1,,
AZ40,8,,26
AZ40,17,,35
AZ41,H1,,
AZ42,H1,,
AZ43,8,,26
AZ44,H1,,
AZ45,1,,19
AZ45,4,,22
AZ45,12,,30
AZ45,15,,33
AZ46,11,,29
AZ47,H1,,
AZ48,H1,,
AZ49,17,,35
AZ50,8,,26
AZ50,17,,35
AZ51,H1,,
AZ52,H1,,
AZ53,H1,,
AZ54,H1,,
AZ55,H1,,
AZ56,H1,,
AZ57,9,,27
AZ58,H1,,
AZ59,H1,,
AZ60,5,,23
AZ60,17,,35
AZ61,17,,35
AZ62,H1,,
AZ63,4,,22
AZ64,1,,19
AZ65,H1,,
AZ66,H1,,
AZ67,8,,26
AZ67,08L,,26R
AZ67,08R,,26L
AZ67,17L,,35R
AZ67,17R,,35L
AZ68,H1,,
AZ70,H1,,
AZ72,H1,,
AZ73,H1,,
AZ74,6,,24
AZ74,9,,27
AZ74,18,,36
AZ75,H1,,
AZ76,H1,,
AZ77,12,133.9,30
AZ78,14,,32
AZ79,17U,,35U
AZ80,H1,,
AZ81,H1,,
AZ81,H2,,
AZ81,H3,,
AZ81,H4,,
AZ81,H5,,
AZ81,H6,,
AZ82,3,41.2,21
AZ83,H1,,
AZ84,H1,,
AZ85,13,,31
AZ86,3,,21
AZ87,H1,,
AZ89,H1,,
AZ90,8,,26
AZ91,H1,,
AZ92,H1,,
AZ93,H1,,
AZ94,H1,,
AZ95,H1,,
AZ96,H1,,
AZ97,N,,S
AZ98,H1,,
AZ99,H1,,
AZB,10,,28
AZU,7,,25
B01,16,143,34
B04,2,,20
B04,02W,,20W
B06,2,,20
B10,2,,20
B18,1,,19
B25,18,,36
B70,12,,30
BA-0001,11,,29
BBG,14,145,32
BCP,7,,25
BDH,3,35,21
BDH,13,130,31
BDZ,10,,28
BE-0006,2,,20
BE-0010,H1,,H1
BG-JAM,12,119,30
BGAA,12,,30
BGBW,7,41,25
BGCO,18,157.1,36
BGGH,5,19,23
BGJN,8,,26
BGKK,11,,29
BGMQ,16,,34
BGNS,4,,22
BGNS,10,,28
BGSF,9,61.6,27
BGSS,14,,32
BGTL,8,,26
BGTL,08T,84.9,26T
BGUK,6,,24
BGUQ,16,,34
BIAR,1,355,19
BIBD,5,28,23
BIBL,4,,22
BIEG,4,25,22
BIFZ,4,,22
BIGJ,5,,23
BIGR,17,160,35
BIHK,3,,21
BIHN,18,168,36
BIHU,2,12,20
BIIS,8,62,26
BIKF,1,1,19
BIKF,11,90,29
BIKR,1,351,19
BINF,8,,26
BIPA,14,119.1,32
BIRG,7,,25
BIRK,1,355,19
BIRK,6,46,24
BIRK,13,117,31
BISF,5,,23
BISF,15,,33
BISI,7,43,25
BISS,15,,33
BIST,7,,25
BITE,14,,32
BITN,2,2.7,20
BIVM,3,19,21
BIVM,12,110,30
BIVO,5,,23
BKPR,17,176,35
BMH,1,,19
BMZ,10,,28
BNF,E,,W
BNT,15,,33
BOF,H1,,
BOK,12,,30
BOT,14,,32
BOV,15,,33
BPF,17,,35
BQV,NW,,SE
BR-0001,7,,25
BR-0030,10,86,28
BR-0032,10,80,28
BR-0039,16,138,34
BR-0042,16,,34
BR-0062,10,,28
BR-0063,4,,22
BR-0096,1,,19
BR-0097,14,,32
BR-0125,8,,26
BR-0131,,,
BR-0139,3,,21
BR-0159,1,,19
BR-0172,8,,26
BR-0175,,,
BR-0176,15,,33
BR-0177,1,,19
BR-0178,4,,22
BR-0181,1,,19
BR-0187,H1,,
BR-0188,H1,,
BR-0191,10,,28
BR-0192,5,,23
BR-0199,6,,24
BR-0251,16,,34
BR-0252,4,,22
BR-0284,8,,26
BR-0285,H1,,H1
BR-ALT,10,,28
BSP,14,,32
BW-0022,17,151,35
BWP,14,,32
BXZ,15,,33
BY-0022,7,77,25
BYA,5,,23
C00,17,,35
C01,9,,27
C07,7,85,25
C11,8,,26
C23,4,,22
C25,11,107,29
C37,3,,21
C37,9,,27
C37,15,,33
C39,ALL,,WAY
C40,9,,27
C40,18,,36
C43,9,,27
C44,17,,35
C45,4,25,22
C45,18,180,36
C54,H1,,
C55,9,,27
C56,9,89,27
C59,18,185,36
C66,2,23,20
C72,13L,,31R
C72,13R,,31L
C82,18,,36
C86,18,,36
C89,08L,,26R
C89,08R,,26L
C92,18,,36
C94,4,,22
C97,18,180,36
C98,18,,36
CA-0069,13,,31
CA-0088,17,,35
CA-0120,11,111,29
CA-0159,1,355,19
CA-0159,9,82,27
CA-0304,8,,26
CA-0307,18,,36
CA-0380,8,,26
CA-0393,1,,19
CA-0411,4,,22
CA-0412,14,126,32
CA-0426,4,,22
CA-0428,16,,34
CA-0430,2,12,20
CA-0430,16,152,34
CA-0444,12,299,30
CA-0452,9,,27
CA-0454,8,,26
CA-0457,5,,23
CA-0457,14,,32
CA-0464,18,,36
CA-0497,3,,21
CA-0497,9,,27
CA-0497,15,,33
CA-0508,9,,27
CA-0516,13,,31
CA-0524,17,,35
CA-0526,10,,28
CA-0527,11,,29
CA-0534,36,360,18
CA-0536,3,,21
CA-0537,35,,17
CA-0561,9,,27
CA-0564,14,,32
CA-0601,8,67,26
CA-0682,12,,30
CA-0683,9,,27
CA-0684,8,,26
CA-0684,16,,34
CA00,H1,,
CA01,H1,,
CA02,16,,34
CA03,2,,20
CA04,16,,34
CA05,14,,32
CA06,16,,34
CA07,14,,32
CA08,H1,,
CA09,3,,21
CA10,15,,33
CA11,17,,35
CA12,H1,,
CA13,18,,36
CA14,H1,,
CA15,H1,,
CA16,N,,S
CA17,E,,W
CA18,14,,32
CA19,9,,27
CA20,1,25.7,19
CA21,10,,28
CA22,15,,33
CA23,H1,,
CA24,H1,,
CA24,H2,,
CA25,H1,,
CA26,H1,,
CA27,H1,,
CA28,H1,,
CA29,H1,,
CA30,H1,,
CA31,H1,,
CA32,15,,33
CA33,H1,,
CA34,H1,,
CA35,4,,22
CA36,H1,,
CA37,H1,,
CA38,2,,20
CA39,E,,W
CA39,N,,S
CA40,N,,S
CA41,13,,31
CA42,18,193.6,36
CA43,H1,,
CA44,N,,S
CA45,N,,S
CA46,H1,,
CA47,H1,,
CA48,H1,,
CA49,15,,33
CA50,H1,,
CA51,12,,30
CA52,H1,,
CA53,8,,26
CA54,9,,27
CA55,H1,,
CA56,H1,,
CA57,17,,35
CA58,H1,,
CA59,17,,35
CA60,16,180,34
CA61,H1,,
CA62,10,112.8,28
CA63,H1,,
CA64,H1,,
CA65,H1,,
CA66,10,,28
CA67,3,,21
CA68,H1,,
CA69,12,,30
CA70,7,,25
CA70,12,,30
CA71,14,,32
CA72,H1,,
CA73,16,178.6,34
CA74,H1,,
CA75,16,,34
CA76,3,,21
CA77,H1,,
CA78,H1,,
CA79,H1,,
CA80,H1,,
CA81,H1,,
CA82,H1,,
CA83,H1,,
CA84,9,,27
CA85,H1,,
CA86,H1,,
CA87,H1,,
CA88,14,,32
CA89,1,,19
CA89,11L,,29R
CA89,11R,,29L
CA90,8,93.1,26
CA91,H1,,
CA92,17,181,35
CA94,H1,,H1
CA95,H1,,
CA96,H1,,
CA97,9,,27
CA98,H1,,
CA99,H1,,
CAA8,15,170,33
CAD4,16,179,34
CAD5,3,57,21
CAE4,6,,24
CAF4,4,,22
CAG3,18,,36
CAH3,13,,31
CAH4,14,161,32
CAJ2,16,,34
CAJ3,15,168.3,33
CAJ4,6,81.5,24
CAJ4,13,146.9,31
CAJ7,7,87,25
CAJ9,9,,27
CAK3,7,,25
CAL3,8,100,26
CAL4,13,,31
CAM3,13,,31
CAM4,9,109,27
CAM5,13,150,31
CAP3,11,,29
CAP6,11,,29
CAQ4,15,,33
CAQ5,12,141,30
CAR2,14,,32
CAR5,5,43,23
Cark,6,,24
CAS2,6,,24
CAS3,11,,29
CAT1,4,,22
CAT4,11,126.8,29
CAT5,6,,24
CAT5,11,,29
CAU3,18,200,36
CAU4,2,42,20
CAU4,7,84.1,25
CAU4,15,172,33
CAV3,8,,26
CAV4,11,,29
CAV6,11,,29
CAW3,3,,21
CAX5,8,,26
CAY2,8,,26
CAY5,18,,36
CAZ5,15,171,33
CBA8,7,,25
CBA9,2,,20
CBB7,11,,29
CBB9,12,,30
CBBC,13,151,31
CBD5,12,,30
CBE2,3,,21
CBF2,3,,21
CBF9,16,,34
CBG2,18,,36
CBH2,12,,30
CBJ4,7,90.2,25
CBK6,7,,25
CBK7,7,,25
CBL3,12,,30
CBL6,16,,34
CBL9,18,,36
CBM5,1,,19
CBM6,8,,26
CBN7,11,,29
CBN9,12,,30
CBQ2,8,,26
CBQ8,2,44,20
CBR2,7,89,25
CBS2,3,,21
CBS2,12,,30
CBS4,16,,34
CBS7,8,,26
CBS8,12,135.3,30
CBT3,2,,20
CBT6,4,,22
CBU2,9,,27
CBW2,17,,35
CBW3,13,,31
CBW4,14,,32
CBX7,1,33,19
CBZ9,8,103.7,26
CCA3,8,,26
CCA3,14,,32
CCA6,14,,32
CCA7,9,,27
CCA9,17,,35
CCC2,15,127.8,33
CCD2,10,,28
CCD3,13,,31
CCD4,6,,24
CCE2,8,,26
CCE2,13,,31
CCE3,2,357,20
CCE4,16,,34
CCE6,6,47,24
CCE6,18,164,36
CCF4,15,,33
CCF9,5,,23
CCG3,5,,23
CCG4,8,58,26
CCH4,10,,28
CCI9,15,,33
CCJ3,2,,20
CCK3,16,,34
CCK4,5,,23
CCM3,16,,34
CCM4,8,,26
CCN2,6,42,24
ccn3,16,,34
CCN4,9,86,27
CCN4,18,,36
CCP2,6,,24
CCP2,7,41,25
CCP4,12,,30
CCQ3,5,27,23
CCQ3,9,75.5,27
CCQ3,16,138.8,34
CCR3,18,159,36
CCS3,14,119.9,32
CCS4,9,72,27
CCS5,7,,25
CCS5,11,,29
CCT2,18,,36
CCV4,8,,26
CCW3,10,77,28
CCW4,2,20,20
CCW4,9,69.9,27
CCW4,15,129.8,33
CCX3,4,,22
CCY3,4,,22
CCZ2,12,,30
CCZ3,8,54,26
CCZ4,1,,19
CCZ5,5,,23
CD00,H1,,
CD01,5,,23
CD02,18,,36
CD03,8,,26
CD03,17,,35
CD04,H1,,
CD05,N,,S
CD06,H1,,
CD07,H1,,
CD09,8,,26
CD10,6,,24
CD10,8,,26
CD11,H1,,
CD12,H1,,
CD13,8,,26
CD14,17,,35
CD15,16,,34
CD16,H1,,
CD17,8,,26
CD18,H1,,
CD19,H1,,
CD20,16,,34
CD21,H1,,
CD22,H1,,
CD23,18,,36
CD24,H1,,
CD25,H1,,
CD26,H1,,
CD27,H1,,
CD28,16,,34
CD29,H1,,
CD30,H1,,
CD31,H1,,
CD32,4,,22
CD33,H1,,
CD34,H1,,
CD35,H1,,
CD36,H1,,
CD37,H1,,
CD38,H1,,
CD39,8,,26
CD40,H1,,
CD41,H1,,
CD42,H1,,
CD43,H1,,
CD44,H1,,
CD45,NE,,SW
CD46,H1,,
CD47,H1,,
CD48,9,,27
CD49,H1,,
CD50,H1,,
CD52,H1,,
CD53,H1,,
CD54,H1,,
CD55,H1,,
CD56,H1,,
CD57,H1,,
CD59,H1,,
CD62,H1,,
CD63,H1,,
CD65,H1,,
CD66,H1,,
CD68,H1,,
CD69,16,,34
CD70,H1,,
CD71,H1,,
CD72,H1,,
CD74,H1,,
CD75,H1,,
CD77,H1,,
CD78,H1,,
CD79,H1,,
CD80,H1,,
CD81,H1,,
CD82,17,,35
CD97,16,,34
CD99,17,,35
CDA4,13,105,31
CDA5,18,160.2,36
CDA6,11,,29
CDC4,11,,29
CDD,07W,,25W
CDD,16W,,34W
CDD3,7,,25
CDE,H1,,
CDH1,5,36.6,23
CDH3,16,,34
CDJ4,14,116,32
CDK,5,,23
CDO2,12,,30
CDT5,9,73.1,27
CDU6,11,95,29
CDU9,5,38.7,23
CDU9,9,80,27
CDV2,5,31.9,23
CDY3,11,81,29
CDY6,15,,33
CEA3,4,59.2,22
CEA3,10,116.3,28
CEA5,7,90,25
CEA6,5,63,23
CEB5,3,,21
CEB5,4,58,22
CEB8,10,92,28
CEC3,8,,26
CEC4,2,39,20
CED2,7,,25
CED3,4,60.6,22
CED3,14,160.6,32
CED4,10,,28
CED5,5,64,23
CED5,13,149,31
CED6,16,,34
CED8,4,42,22
CEE4,4,,22
CEE5,7,88.4,25
CEE6,6,,24
CEE8,13,,31
CEF2,5,,23
CEF3,5,66,23
CEF4,4,60.3,22
CEF4,10,117.3,28
CEF4,12,137.5,30
CEF4,16,179.3,34
CEF6,10,,28
CEG2,7,,25
CEG2,13,,31
CEG3,16,179.7,34
CEG4,16,180,34
CEG5,10,,28
CEG8,3,,21
CEH2,7,,25
CEH2,14,,32
CEH3,16,178.9,34
CEH4,10,120,28
CEH4,16,179,34
CEH5,12,140,30
CEH6,12,133.8,30
CEJ3,7,88,25
CEJ4,3,48,21
CEJ4,9,108,27
CEJ4,14,165,32
CEJ5,13,,31
CEJ6,7,91,25
CEK6,11,,29
CEL3,11,,29
CEL4,2,39,20
CEL4,12,134,30
CEL4,15,169,33
CEL5,7,88,25
CEL6,12,,30
CEM4,4,62,22
CEM4,10,118,28
CEM4,16,180,34
CEM5,10,124,28
CEN2,7,,25
CEN3,11,130,29
CEN4,6,78,24
CEN4,14,159,32
CEN5,7,90,25
CEN6,5,,23
CEP3,7,90,25
CEP5,13,,31
CEP6,6,,24
CEQ3,13,155,31
CEQ4,7,,25
CEQ5,8,104,26
CER2,13,148,31
CER3,14,161,32
CER4,11,,29
CER5,11,,29
CES2,2,,20
CES3,8,,26
CES3,PAD,,PAD
CES4,10,118,28
CET2,8,,26
CET4,13,153,31
CET9,10,124.9,28
CEU2,7,90,25
CEV2,12,,30
CEV3,13,147.7,31
CEV5,12,,30
CEV7,10,117,28
CEW3,8,95,26
CEW5,5,,23
CEX3,12,134,30
CEX5,16,,34
CEX9,16,,34
CEY3,6,74,24
CEZ3,10,,28
CEZ4,8,96,26
CFA5,3,,21
CFB3,2,,20
CFB3,11,,29
CFB4,4,,22
CFB5,7,,25
CFB6,8,102,26
CFB7,17,,35
CFC6,13,,31
CFC7,14,,32
CFD4,5,66,23
CFD5,7,,25
CFD9,16,,34
CFE6,18,,36
CFF2,9,,27
CFF3,13,,31
CFF7,3,51,21
CFF7,11,128,29
CFF9,16,,34
CFG3,13,150,31
CFG4,7,,25
CFG5,6,,24
CFG6,16,,34
CFG7,6,,24
CFH2,H1,,
CFH4,15,126,33
CFH8,7,,25
CFK2,10,,28
CFK3,9,,27
CFK4,10,,28
CFK6,1,,19
CFK6,14,,32
CFL2,2,36,20
CFL9,7,,25
CFM2,8,,26
CFM4,7,,25
CFM5,12,,30
CFM6,11,,29
CFM7,8,,26
CFN4,11,,29
CFN5,7,,25
CFN7,5,72,23
CFN7,14,157,32
CFP5,16,,34
CFP7,12,127.6,30
CFQ4,7,,25
CFQ7,9,,27
CFR2,16,,34
CFR7,7,,25
CFS5,6,88,24
CFS6,13,153,31
CFS7,8,,26
CFS8,4,,22
CFT2,7,,25
CFT5,14,,32
CFT8,7,90.6,25
CFT9,12,143,30
CFU3,10,,28
CFU4,7,,25
CFU8,10,,28
CFV2,16,,34
CFV3,10,,28
CFV6,10,,28
CFW2,15,,33
CFW4,16,,34
CFX2,16,178,34
CFX3,10,,28
CFX4,7,90,25
CFX6,5,,23
CFX6,16,,34
CFX8,8,,26
CFX8,16,,34
CFY2,13,,31
CFY4,9,,27
CFY4,16,,34
CFY6,6,,24
CFZ3,6,,24
CFZ5,16,,34
CGA,N,,S
CGB2,7,,25
CGB2,16,,34
CGC,,,
CGC,8,,26
CGL2,1,,19
CGV2,8,74,26
CGV2,18,168,36
CGV4,14,134,32
CGV6,5,39,23
CGV6,13,120,31
CH-0001,H1,,
CH-0012,7,,25
CHD4,8,77,26
CHF2,7,58,25
CHG2,9,,27
CHP,8,,26
CJA3,10,106.4,28
CJA3,17,178.3,35
CJA5,3,,21
CJB2,17,,35
CJB3,14,150,32
CJB5,1,,19
CJB5,8,,26
CJB6,16,,34
CJB8,8,91,26
CJC2,8,,26
CJC2,17,,35
CJC3,13,,31
CJC4,15,,33
CJC5,2,30.3,20
CJC5,12,134,30
CJC6,7,,25
CJC8,17,,35
CJD3,9,,27
CJD3,17,,35
CJD5,9,108,27
CJE2,11,,29
CJE3,6,72.3,24
CJE3,12,132.4,30
CJE4,3,,21
CJE5,16,,34
CJE6,8,,26
CJE7,14,,32
CJF3,14,,32
CJF5,11,,29
CJF8,9,,27
CJG2,8,,26
CJH2,8,,26
CJH3,12,,30
CJH4,9,,27
CJH8,8,,26
CJJ,15,154,33
CJJ2,17,,35
CJJ4,8,90,26
CJJ4,17,178,35
CJJ5,16,,34
CJJ8,11,123,29
CJK2,12,,30
CJK3,9,,27
CJK3,10,,28
CJK4,8,88,26
CJK5,3,,21
CJK5,17,,35
CJK9,7,,25
CJL2,7,,25
CJL4,11,,29
CJL5,9,,27
CJL5,17,,35
CJL6,8,90,26
CJL6,17,180,35
CJL8,2,,20
CJL9,7,,25
CJM2,11,,29
CJM4,17,,35
CJM5,7,89,25
CJM6,17,,35
CJN2,16,,34
CJN4,8,,26
CJN4,13,,31
CJN7,10,,28
CJP2,11,,29
CJP2,17,,35
CJP6,6,,24
CJP7,7,,25
CJP9,4,,22
CJQ2,11,,29
CJQ3,10,112,28
CJQ4,5,73,23
CJQ4,17,185,35
CJQ5,14,,32
CJQ6,3,25,21
CJQ9,17,,35
CJR2,11,122,29
CJR3,8,,26
CJR3,17,,35
CJR4,11,122,29
CJR4,16,180.4,34
CJR5,8,,26
CJR5,18,,36
CJR7,17,,35
CJR8,17,,35
CJR9,8,,26
CJS2,18,,36
CJS3,16,,34
CJS4,12,,30
CJS5,12,,30
CJS7,8,,26
CJT2,3,,21
CJT3,3,,21
CJT4,10,,28
CJT5,8,,26
CJT5,17,,35
CJT8,8,,26
CJT9,12,,30
CJT9,16,,34
CJU3,16,,34
CJU4,10,,28
CJU4,17,,35
CJU5,10,,28
CJU6,8,,26
CJU6,17,,35
CJU7,12,,30
CJV2,16,,34
CJV4,18,,36
CJV5,4,50.8,22
CJV7,17,,35
CJV8,13,,31
CJV9,2,,20
CJV9,10,,28
CJW2,9,,27
CJW3,10,,28
CJW4,1,,19
CJW4,18,,36
CJW5,14,148,32
CJW5,17,174.4,35
CJW7,17,,35
CJX,13,148,31
CJX4,7,,25
CJX5,8,87.5,26
CJX5,14,149.2,32
CJY3,8,90,26
CJY3,14,143,32
CJY3,17,180,35
CJY4,5,,23
CJY5,17,,35
CJZ2,9,,27
CJZ2,14,,32
CJZ2,18,,36
CJZ3,8,90,26
CJZ4,8,,26
CJZ5,13,,31
CKA4,12,,30
CKA8,1,,19
CKA9,3,,21
CKB2,14,,32
CKB6,12,,30
CKB7,13,140,31
CKB8,14,,32
CKC6,8,,26
CKC7,8,,26
CKC8,8,,26
CKC9,17,,35
CKD2,8,,26
CKD2,17,,35
CKD5,9,105,27
CKD7,17,,35
CKD9,10,,28
CKE2,8,,26
CKE8,2,37,20
CKE8,11,126,29
CKF2,17,,35
CKF4,7,,25
CKF6,7,,25
CKF6,17,,35
CKF9,8,,26
CKG2,17,,35
CKG5,8,,26
CKG8,9,,27
CKH2,12,139,30
CKH3,13,,31
CKH7,16,,34
CKH8,15,,33
CKJ2,17,,35
CKJ4,11,,29
CKJ7,8,,26
CKJ7,13,,31
CKJ7,17,,35
CKJ8,9,,27
CKJ9,8,,26
CKK2,16,,34
CKK4,3,,21
CKK4,12,,30
CKK5,2,,20
CKK5,14,,32
CKK7,17,,35
CKK7,18,,36
CKL2,11,,29
CKL3,16,,34
CKL5,10,108,28
CKL6,2,,20
CKL9,14,,32
CKM2,6,,24
CKM4,18,,36
CKM6,12,,30
CKM8,12,,30
CKN5,11,,29
CKN8,6,,24
CKP2,17,,35
CKQ2,2,,20
CKQ3,13,,31
CKQ5,8,90,26
CKQ6,9,96,27
CKQ7,10,,28
CKQ7,18,,36
CKQ8,18,,36
CKQ9,4,,22
CKR3,17,,35
CKR4,6,,24
CKR4,12,,30
CKR5,8,,26
CKR7,8,,26
CKR9,17,,35
CKS3,4,,22
CKS6,7,,25
CKS6,11,,29
CKS7,10,,28
CKS8,18,,36
CKS9,13,,31
CKT5,11,,29
CKT5,17,,35
CKT7,11,,29
CKU,6,,24
CKU,09W,,27W
