ICAO,Latitude,Longitude
KFAT,36.7761993408,-119.7180023193
KVRB,27.6555995941,-80.4179000854
KIPL,32.8342018127,-115.57900238
KBNA,36.1245002747,-86.6781997681
KLRD,27.543800354,-99.4616012573
PAED,61.2509994507,-149.8070068359
PAOT,66.88469696,-162.598999
KAOO,40.29639816,-78.31999969
KDYS,32.4207992554,-99.854598999
KELD,33.2210006714,-92.8133010864
KLGA,40.77719879,-73.87259674
KTLH,30.3964996338,-84.3503036499
KDPA,41.90779877,-88.24859619
KACT,31.6112995148,-97.2304992676
KAUG,44.3205986023,-69.7973022461
KINJ,32.08349991,-97.09719849
KMKL,35.59989929,-88.91560364
PHMK,21.1529006958,-157.095993042
KFTK,37.9071006775,-85.9720993042
KNCA,34.70840073,-77.43969727
KSJT,31.3577003479,-100.4960021973
KCXL,32.6694984436,-115.513000488
KCIC,39.79539871,-121.8580017
KBTV,44.4719009399,-73.1532974243
KJAX,30.4941005707,-81.6878967285
KDRO,37.1515007019,-107.753997803
KIAD,38.94449997,-77.45580292
KCLL,30.58860016,-96.36380005
KSFF,47.682800293,-117.3229980469
KMKE,42.9472007751,-87.8965988159
KABI,32.4113006592,-99.6819000244
KCOU,38.8180999756,-92.2195968628
KPDX,45.58869934,-122.5979996
KTNT,25.8617992401,-80.8970031738
KPBI,26.6832008362,-80.0955963135
KFTW,32.8198013306,-97.3623962402
KOGS,44.6819000244,-75.4654998779
KBFI,47.5299987793,-122.3020019531
KSKF,29.38419914,-98.58110046
PHNL,21.3187007904,-157.9219970703
KDSM,41.5340003967,-93.6631011963
KEWN,35.0730018616,-77.0429000854
KSAN,32.7336006165,-117.190002441
KMLU,32.5108985901,-92.0376968384
KSSC,33.97269821,-80.47059631
KONT,34.0559997559,-117.6009979248
KGVT,33.0677986145,-96.0652999878
KROW,33.3016014099,-104.53099823
KDET,42.40919876,-83.00990295
KBRO,25.9067993164,-97.4259033203
KDHN,31.3213005066,-85.4496002197
KWWD,39.0084991455,-74.9083023071
KMTC,42.6082992554,-82.8355026245
KFMN,36.7411994934,-108.230003357
KCRP,27.7703990936,-97.5011978149
KSYR,43.1111984253,-76.106300354
KNQX,24.57579994,-81.68890381
KMDW,41.7859992981,-87.7524032593
KSJC,37.3625984192,-121.9290008545
KHOB,32.6875,-103.2170029
KPNE,40.08190155,-75.01059723
KDEN,39.8616981506,-104.672996521
KPHL,39.8718986511,-75.2410964966
KSUX,42.40259933,-96.38439941
KMCN,32.6927986145,-83.6492004395
KTCS,33.2369003296,-107.272003174
KPMD,34.62939835,-118.0849991
KRND,29.52969933,-98.27890015
KNJK,32.8292007446,-115.6719970703
KCMH,39.9980010986,-82.8918991089
KFYV,36.0051002502,-94.1700973511
KFSI,34.64979935,-98.40219879
KPNM,45.55989838,-93.60820007
KFFO,39.8260993958,-84.0483016968
PAGA,64.73619843,-156.9369965
KCHD,33.2691,-111.810997
KMWL,32.7816009521,-98.0602035522
KIAB,37.62189865,-97.26820374
KNBG,29.82530022,-90.03500366
KARW,32.4122009277,-80.6343994141
KTXK,33.4537010193,-93.9909973145
KPBG,44.6509017944,-73.4681015015
KAPG,39.466202,-76.1688
KTCC,35.182800293,-103.602996826
PANC,61.1744003296,-149.9960021973
KGRK,31.067199707,-97.8289031982
KZUN,35.0831985474,-108.7919998169
KBLI,48.7928009033,-122.5380020142
KNQA,35.3567008972,-89.870300293
KEKN,38.88940048,-79.85710144
KHFD,41.7366981506,-72.6493988037
KSFZ,41.9207992554,-71.4914016724
KMOB,30.6912002563,-88.2427978516
KNUQ,37.4160995483,-122.0490036011
KSAF,35.617099762,-106.088996887
PHBK,22.0228004456,-159.785003662
KDRI,30.8316993713,-93.3398971558
PHSF,19.760099411,-155.554000854
KOLS,31.4176998138,-110.8479995728
KMCF,27.84930038,-82.52120209
KBLV,38.5452,-89.835197
KOPF,25.90699959,-80.27839661
KDRT,29.3742008209,-100.927001953
KRSW,26.5361995697,-81.7552032471
PAKN,58.67679977,-156.6490021
KMUI,40.43479919,-76.56939697
PHJH,20.9629001617,-156.6730041504
KJFK,40.63980103,-73.77890015
KHST,25.48859978,-80.38359833
KRAL,33.95190048,-117.4449997
KFLV,39.3683013916,-94.9147033691
KWAL,37.9402008057,-75.4664001465
KHMN,32.8525009155,-106.107002258
KNXX,40.19979858,-75.14820099
KCYS,41.15570068,-104.8119965
KSCK,37.8941993713,-121.2379989624
KCHS,32.89860153,-80.04049683
KRNO,39.4990997314,-119.7679977417
PAKT,55.35559845,-131.7140045
KYIP,42.23789978,-83.53040314
KVBG,34.7373008728,-120.583999634
KBHM,33.56290054,-86.75350189
KNEL,40.03329849,-74.353302
KLSV,36.2361984253,-115.033996582
KRIV,33.88069916,-117.2590027
KMOD,37.62580109,-120.9540024
KSMF,38.695400238,-121.591003418
KUGN,42.4221992493,-87.8678970337
KCOS,38.8058013916,-104.7009963989
KBUF,42.94049835,-78.73220062
KSKY,41.4333992004,-82.6522979736
KPAE,47.90629959,-122.2819977
KMUO,43.043598,-115.872002
KCDC,37.7010002136,-113.0989990234
KBDL,41.9388999939,-72.6831970215
KMFE,26.17580032,-98.23860168
KNGU,36.93759918,-76.28929901
KCEF,42.19400024,-72.53479767
KLBB,33.6636009216,-101.8229980469
KORD,41.97859955,-87.90480042
KBCT,26.3784999847,-80.1076965332
PAFA,64.81510162,-147.8560028
KNYG,38.50170135,-77.30529785
KCVS,34.3828010559,-103.321998596
PHNG,21.4505004883,-157.768005371
KOFF,41.1183013916,-95.9124984741
PAGK,62.1548996,-145.4570007
KART,43.9919013977,-76.021697998
KPSP,33.82970047,-116.5070037842
KAMA,35.2193984985,-101.7060012817
KFOD,42.55149841,-94.19259644
KBAD,32.5018005371,-93.6626968384
KFOE,38.9509010315,-95.6635971069
KCOT,28.45669937,-99.22029877
KILM,34.2705993652,-77.9026031494
KBTR,30.53319931,-91.14959717
KTYR,32.3540992737,-95.4023971558
KBWI,39.17539978,-76.66829681
KHBR,34.991317,-99.051313
PHNY,20.7856006622,-156.9510040283
KAEX,31.3274002075,-92.5497970581
KWSD,32.34149933,-106.4029999
PACD,55.2061004639,-162.7250061035
KTUL,36.1983985901,-95.8880996704
PASI,57.0471000671,-135.3619995117
KISP,40.79520035,-73.10019684
KMSP,44.8819999695,-93.2218017578
KILG,39.67869949,-75.60649872
PADU,53.900100708,-166.544006348
KMSY,29.9934005737,-90.2580032349
KPWM,43.64619827,-70.30930328
KOKC,35.3931007385,-97.6007003784
KALB,42.748298645,-73.8016967773
PAVD,61.13389969,-146.2480011
KLFI,37.082901001,-76.360496521
KSNA,33.67570114,-117.8679962
KCBM,33.6437988281,-88.4438018799
KTMB,25.6478996277,-80.432800293
KNTU,36.8207016,-76.03350067
KGUS,40.6481018066,-86.1520996094
KCPR,42.90800095,-106.4639969
KVPS,30.4832,-86.525398
KSEM,32.3438987732,-86.9878005981
KEYW,24.5561008453,-81.7595977783
KCLT,35.2140007019,-80.9430999756
KLAS,36.08010101,-115.1520004
KMCO,28.4293994904,-81.3089981079
KFLO,34.1853981018,-79.7238998413
KGTF,47.48199844,-111.3710022
KYNG,41.26070023,-80.67910004
PAFB,64.83750153,-147.6139984
KMMV,45.19440079,-123.1360016
KWRB,32.6400985718,-83.5919036865
VTBS,13.6810998917,100.747001648
WAMH,3.6832098961,125.5279998779
WAWM,-2.5580399036,120.3239974976
WAWS,-2.5311999321,121.358001709
WAWT,-3.0447399616,119.8219985962
WAWW,-4.0816102028,122.4179992676
WITB,5.8741297722,95.3396987915
WICM,-7.3466000557,108.246002197
WARI,-7.6157698631,111.4339981079
WARA,-7.9265599251,112.714996338
WICB,-6.2931699753,106.569999695
WICC,-6.9006299973,107.5759963989
WICD,-6.7561402321,108.540000916
WARJ,-7.7881798744,110.4319992065
WIHL,-7.6450600624,109.033996582
WIHP,-6.3369598389,106.7649993896
WARS,-6.97273,110.375
WIDD,1.121029973,104.119003296
WIOD,-2.7457199097,107.754997253
WIPK,-2.1621999741,106.138999939
WIDN,0.9226830006,104.531997681
WIDS,-0.4791890085,104.5790023804
WAOO,-3.4423599243,114.7630004883
WAOC,-3.4124100208,115.995002747
WAOI,-2.7051999569,111.672996521
WAOP,-2.2251300812,113.943000793
WATC,-8.6406497955,122.236999512
WATE,-8.8492898941,121.661003113
WATG,-8.5970096588,120.4769973755
WATT,-10.1716003418,123.6709976196
WATO,-8.4866600037,119.888999939
WALL,-1.2682700157,116.893997192
WALR,3.326667,117.569444
WALS,-0.4845309854,117.156997681
WALT,-0.0929730013,117.45300293
WADA,-8.5607099533,116.095001221
WADB,-8.5396499634,118.68699646
WADW,-9.6692199707,120.302001953
WARR,-7.3798298836,112.7870025635
WARQ,-7.5160899162,110.7570037842
RKSI,37.4691009521,126.4509963989
VTCC,18.7667999268,98.962600708
VTCT,19.952299118,99.8828964233
VTSF,8.5396203995,99.9447021484
VTUQ,14.9495000839,102.31300354
VTUW,17.3838005066,104.6429977417
VTUU,15.2512998581,104.870002747
VTUK,16.4666004181,102.783996582
VTPO,17.2380008698,99.8181991577
WADD,-8.748169899,115.1669998169
LGAV,37.9364013672,23.9444999695
RJGG,34.8583984375,136.8049926758
RJBE,34.6328010559,135.2239990234
KPUW,46.7439,-117.110001
KLWS,46.3745002747,-117.0149993896
KELM,42.1599006653,-76.8916015625
KITH,42.4910011292,-76.4583969116
KMRY,36.5870018005,-121.8430023193
KSBA,34.42620087,-119.8399963
KDAB,29.179899,-81.058098
EVLA,56.5175018311,21.0969009399
EVRA,56.9235992432,23.9710998535
EYSA,55.893901825,23.3950004578
EYSB,56.0705986023,23.5580997467
EYKA,54.9639015198,24.0848007202
EYKS,54.8797988892,23.8815002441
EYPA,55.9732017517,21.0939006805
EYVI,54.6341018677,25.2858009338
EYPP,55.7294006348,24.4608001709
UDYE,40.1221008301,44.4650001526
UDLS,41.048500061,44.3372001648
UDYZ,40.1473007202,44.3959007263
UDSG,40.7504005432,43.8592987061
HHSB,13.0718002319,42.6450004578
HHAS,15.2918996811,38.9107017517
HHMS,15.6700000763,39.370098114
LVGZ,31.2464008331,34.2761001587
UGSB,41.6102981567,41.5997009277
UGKO,42.176700592,42.4826011658
UGTB,41.6692008972,44.95470047
OYRN,14.6625995636,49.375
OYTZ,13.6859998703,44.1390991211
OYHD,14.7530002594,42.9762992859
OYAA,12.8295001984,45.0288009644
OYAT,14.5513000488,46.8261985779
OYGD,16.1916999817,52.1749992371
OYSN,15.4763002396,44.2196998596
OYBN,14.781999588,45.7201004028
OYSQ,12.6307001114,53.9057998657
OYBA,18.7192993164,50.8368988037
EDJA,47.9888000488,10.2395000458
LTAZ,38.7719,34.5345
SAEZ,-34.8222,-58.5358
ORER,36.2375984192,43.9631996155
YEML,-23.5674991608,148.179000854
LGAT,37.893299,23.726101
RJBB,34.4272994995,135.2440032959
RPVT,9.6640796661,123.8529968262
BGJN,69.2432022095,-51.0570983887
BGCH,68.822815547,-51.1734473705
BGAA,68.7218017578,-52.7846984863
LEPA,39.551700592,2.7388100624
YPDN,-12.4146995544,130.8769989014
VTSB,9.1325998306,99.135597229
PATK,62.3204994202,-150.0939941406
LMMG,36.027199,14.2728
KHVN,41.26369858,-72.88680267
KAVL,35.4361991882,-82.5418014526
KGSO,36.0978012085,-79.9373016357
KFSD,43.5820007324,-96.741897583
YAYE,-25.1861,130.975998
KMHT,42.932598114,-71.4356994629
KAPF,26.1525993347,-81.7752990723
WMPR,5.7652797699,103.0070037842
KSDF,38.1744,-85.736
KCHO,38.1385993958,-78.4529037476
KROA,37.3255004883,-79.975402832
KLEX,38.0364990234,-84.6059036255
KEVV,38.0369987488,-87.5324020386
KABQ,35.0401992798,-106.6090011597
KBZN,45.77750015,-111.1529999
KBIL,45.8077011108,-108.5429992676
KBTM,45.9547996521,-112.497001648
KTVC,44.7414016724,-85.5821990967
MGTK,16.9137992859,-89.8664016724
KBHB,44.45000076,-68.3615036
KRKD,44.06010056,-69.09919739
KJAC,43.6072998047,-110.7379989624
KRFD,42.195400238,-89.0971984863
UUDD,55.4087982178,37.9062995911
ZJSY,18.3029003143,109.4120025635
NZMF,-44.6733016968,167.9230041504
ZPLJ,26.6800003052,100.246002197
KGSP,34.8956985474,-82.2189025879
KBMI,40.47710037,-88.91590118
KGPT,30.4073009491,-89.070098877
KAZO,42.2349014282,-85.5521011353
KTOL,41.58679962,-83.80780029
KFWA,40.97850037,-85.19509888
KDEC,39.8345985413,-88.8656997681
KCID,41.8847007751,-91.7108001709
KLSE,43.879002,-91.256699
KCWA,44.7775993347,-89.6668014526
KPIA,40.6641998291,-89.6932983398
KATW,44.2580986023,-88.5190963745
KRST,43.9082984924,-92.5
KCMI,40.03919983,-88.27809906
KMHK,39.1409988403,-96.6707992554
YKSC,-35.7139015198,137.5209960938
YHBA,-25.3188991547,152.880004883
ZPDL,25.649401,100.319
WBMU,4.0483298302,114.8050003052
HESH,27.9773006439,34.3950004578
KFKL,41.3778991699,-79.8603973389
HKJK,-1.319239974,36.9277992249
HTSN,-2.4580600262,34.8224983215
SAWC,-50.2803,-72.053101
YARM,-30.5280990601,151.617004395
KGJT,39.1223983765,-108.527000427
KSGU,37.0363888889,-113.510305556
KDWH,30.0618000031,-95.5528030396
XS46,28.4297008514,-96.4443969727
KSRQ,27.3953990936,-82.554397583
TXKF,32.3639984131,-64.6787033081
KVNY,34.2098007202,-118.4899978638
KMLI,41.4485015869,-90.5074996948
KPFN,30.212099,-85.6828
AGGH,-9.4280004501,160.0549926758
NTAA,-17.5536994934,-149.606994629
ANYN,-0.547458,166.919006
NGFU,-8.525,179.195999
UNNT,55.0125999451,82.6507034302
EKSS,55.8894996643,10.613699913
VLXK,19.4500007629,103.1579971313
KBIS,46.7727012634,-100.7460021973
KTEX,37.9538002,-107.9079971
ZLIC,38.481899,106.009003
VTCH,19.3013000488,97.9757995605
KRAP,44.04529953,-103.0569992065
KCRQ,33.12829971,-117.2799988
KFNT,42.9654006958,-83.743598938
RPMD,7.1255202293,125.6460037231
LPMA,32.6978988647,-16.7744998932
SBSN,-2.4247219563,-54.7858314514
VDSV,10.57970047,103.637001038
CYOA,64.6988983154,-110.614997864
NZNR,-39.465801,176.869995
NFNB,-17.7110996246,178.759002686
ZULS,29.2978000641,90.9119033813
KRDD,40.50899887,-122.2929993
KEUG,44.1245994568,-123.2119979858
KIDA,43.5145988464,-112.0709991455
KMFR,42.3741989136,-122.8730010986
NZKI,-42.4249992371,173.6049957275
KRDM,44.2541008,-121.1500015
NZPN,-41.3460998535,173.9559936523
FYWH,-22.4799,17.4709
CYWH,48.4249858939,-123.388867378
CAQ3,50.5999984741,-127.583000183
ZSJN,36.8572006226,117.216003418
ZSCG,31.919701,119.778999
ZUYB,28.8005555556,104.545
USTR,57.1896018982,65.3243026733
KCAK,40.9160995483,-81.442199707
KHSV,34.6371994019,-86.775100708
KPKB,39.3451004028,-81.439201355
KMGM,32.30059814,-86.39399719
KTRI,36.4752006531,-82.4074020386
KPAH,37.060798645,-88.7738037109
HDAM,11.5473003387,43.1595001221
ZJHK,19.9349002838,110.4589996338
HTMA,-7.917478,39.668502
KPGA,36.92610168,-111.447998
MHUT,16.1131,-86.880302
KGPI,48.3105010986,-114.2559967041
KMBS,43.5329017639,-84.0795974731
KBGM,42.20869827,-75.97979736
ORBI,33.2625007629,44.2346000671
VTCN,18.8078994751,100.7829971313
VTUV,16.1168003082,103.7740020752
VTUO,15.2294998169,103.2529983521
VTBO,12.274600029,102.319000244
KBLH,33.6192016602,-114.717002869
ORAA,33.7855987549,42.4412002563
ORAT,33.3381004334,43.5970993042
ORBD,33.9402008057,44.3615989685
RPLC,15.1859998703,120.559997559
WBKS,5.9008998871,118.0589981079
VLLN,20.966999054,101.4000015259
VLOS,20.6826992035,101.9940032959
ZYTX,41.6398010254,123.483001709
TRPG,16.7914009094,-62.1932983398
PAPG,56.80170059,-132.9450073
ZHLY,34.7411003113,112.388000488
ZSXZ,34.059056,117.555278
VYMW,20.165599823,94.9413986206
VYKI,25.9883003235,95.6744003296
VVDL,11.75,108.3669967651
VVRG,9.9580299723,105.132379532
VVCM,9.177667,105.177778
VVCA,15.4033002853,108.706001282
VVTH,13.0495996475,109.333999634
VTCI,19.3719997406,98.43699646
LDSB,43.2857017517,16.6797008514
FKYS,3.7225599289,11.5532999039
GUCY,9.57689,-13.612
EDKA,50.8230552673,6.1863889694
EDSB,48.7793998718,8.0804996491
KSFB,28.7775993347,-81.2375030518
KJST,40.3161010742,-78.8339004517
VNLK,27.6868991852,86.7296981812
VNBJ,27.1473999023,87.0507965088
VNLD,27.2530994415,86.6699981689
VNJS,28.780426,83.723
VNMA,28.6413993835,84.0892028809
VNPL,27.5177868809,86.5844535828
VNRT,27.3034992218,86.5503997803
VNDG,28.1110992432,82.2941970825
VNRK,28.6270008087,82.1949996948
VNJL,29.2742004395,82.1932983398
VNTJ,27.3509,87.69525
VNTR,27.3150005341,87.1932983398
VNSK,28.5860004425,81.6360015869
VNST,29.9710998535,81.818901062
VNDP,28.9857006073,82.8190994263
VNBG,29.5389995575,81.1854019165
VNDH,28.7532997131,80.5819015503
RKJB,34.991406,126.382814
LGPL,36.5798988342,26.3757991791
LGIK,37.6827011108,26.3470993042
LGKY,36.9632987976,26.9405994415
LGML,36.6968994141,24.4769001007
LGNX,37.0811004639,25.3680992126
LGPA,37.020495,25.113195
LGKJ,36.1417007446,29.5764007568
HEMA,25.557100296,34.5836982727
EDLV,51.6024017334,6.1421699524
RPVV,12.1215000153,120.099998474
RPME,8.9515,125.4788
RPMG,8.6019834988,123.341875076
RPLI,18.1781005859,120.5319976807
RPLP,13.1575,123.735
RPMO,8.1785097122,123.8420028687
RPVM,10.3074998856,123.9789962769
EDWS,53.6330566406,7.1902780533
EDWJ,53.6811103821,7.0558328629
SBPS,-16.4386005402,-39.0808982849
SNIG,-6.34664011,-39.293800354
SBPJ,-10.2915000916,-48.3569984436
SBCN,-17.7252998352,-48.6074981689
KMSO,46.91630173,-114.0910034
YBCK,-24.4277992249,145.429000854
YBUD,-24.9039001465,152.319000244
KGCN,35.9524002075,-112.1470031738
KSGR,29.6222991943,-95.65650177
YHYN,-20.0599,148.8834
KAPA,39.57009888,-104.848999
KCVN,34.4250984192,-103.07900238
KFST,30.9157009125,-102.916000366
KLVS,35.6542015076,-105.141998291
KIWS,29.8181991577,-95.6725997925
KLHX,38.04970169,-103.5090027
KLRU,32.2893981934,-106.9219970703
KBKD,32.71900177,-98.8909988403
KTPL,31.1525001526,-97.4077987671
KOZA,30.7353000641,-101.2030029297
VRMT,0.4881309867,72.9969024658
CYKD,68.223297,-135.00599
CYWJ,65.2110977173,-123.4359970093
CZFN,64.9096984863,-125.5729980469
CYGH,66.2407989502,-128.6510009766
NVVW,-19.4550991058,169.2239990234
CYPC,69.3608381154,-124.075469971
SLET,-17.8115997314,-63.1715011597
TNCS,17.6450004578,-63.2200012207
KEGE,39.64260101,-106.9179993
ENSK,68.5788269043,15.033416748
KCGF,41.5651016235,-81.4863967896
KMFD,40.8213996887,-82.5166015625
KCSG,32.5163002014,-84.9389038086
KLAW,34.5676994324,-98.4166030884
KFNL,40.4518013,-105.011001587
KFLG,35.13850021,-111.6709976
KTVL,38.893901825,-119.9950027466
KTWF,42.48180008,-114.487999
KMVY,41.3931007385,-70.6143035889
KCON,43.20270157,-71.50229645
KGON,41.3301010132,-72.0450973511
KSTC,45.5466003418,-94.0598983765
ZBDH,39.666389,119.058889
KGTR,33.4502983093,-88.5914001465
UWGG,56.2300987244,43.7840003967
KHQM,46.9711990356,-123.93699646
KERI,42.0831270134,-80.1738667488
KHYA,41.66930008,-70.28040314
KSEZ,34.8485984802,-111.7880020142
KMGW,39.64289856,-79.91629791
KCRW,38.3731002808,-81.5932006836
KAVP,41.3385009766,-75.7233963013
KBJI,47.50939941,-94.93370056
YTNG,-24.4939002991,150.5760040283
NSFI,-13.8486995697,-171.740005493
YBNA,-28.8339004517,153.56199646
KFAR,46.9207000732,-96.8158035278
KMKC,39.1231994629,-94.5927963257
VDRK,13.7299995422,106.9869995117
KGCC,44.3488998413,-105.539001465
UNTT,56.3802986145,85.2082977295
VTPB,16.6760005951,101.194999695
VTSE,10.7111997604,99.3617019653
ZUJZ,32.8533333333,103.682222222
ZGOW,23.552,116.5033
LFFE,49.0463981628,2.3530600071
SYCJ,6.4985499382,-58.2541007996
SGES,-25.454516,-54.842682
SYGO,6.8062801361,-58.1058998108
PKSA,5.1727547646,-59.491481781
ZLDH,40.1610984802,94.8091964722
LIPY,43.616299,13.3623
SCHA,-27.2968997955,-70.4131011963
HETB,29.5877990723,34.7780990601
MWCL,19.6669998169,-80.0999984741
LTFE,37.2505989075,27.6643009186
DTKA,36.9799995422,8.8769397736
LTFJ,40.898601532,29.3092002869
KUNV,40.8493003845,-77.8487014771
YBRM,-17.9447002411,122.2320022583
YWLM,-32.7949981689,151.8339996338
BIBA,63.556098938,-20.1375007629
LOWK,46.642502,14.3377
ENHF,70.6797027588,23.6686000824
ENHV,71.0096969604,25.9836006165
ENMH,71.0297012329,27.8267002106
ENVD,70.0652999878,29.8446998596
OIIE,35.4160995483,51.1521987915
OIMM,36.2351989746,59.6409988403
UIBS,58.136100769,102.5650024414
KMEI,32.3325996399,-88.7518997192
KSPI,39.84410095,-89.67790222
KCEZ,37.3030014038,-108.627998352
KHDN,40.48120117,-107.2180023
KGUP,35.511100769,-108.789001465
KLBL,37.0442009,-100.9599991
KLAA,38.0696983337,-102.68800354
KGLD,39.37060165,-101.6989975
KCOD,44.520198822,-109.024002075
ENOV,62.1800003052,6.0741000175
EGHE,49.9132995605,-6.2916698456
KSGF,37.24570084,-93.38860321
ENNK,68.4368972778,17.3866996765
ENBV,70.8713989258,29.0342006683
ENFB,59.8958015442,10.6171998978
UOOO,69.3110961914,87.3321990967
URKA,45.0021018982,37.3473014832
KJLN,37.1517982483,-94.498298645
KABE,40.6520996094,-75.4408035278
KXNA,36.281898,-94.306801
UATG,47.1218986511,51.8213996887
UAOO,44.7069015503,65.5924987793
KSBN,41.7086982727,-86.3172988892
UUBB,55.6171989441,38.0600013733
ULAA,64.6003036499,40.7167015076
UWSS,51.5649986267,46.0466995239
USMU,66.0693969727,76.5203018188
USRO,63.1833000183,75.2699966431
UATE,43.8600997925,51.091999054
UUYH,63.5668983459,53.8046989441
UUYS,66.004699707,57.3671989441
UUYP,65.1211013794,57.1307983398
ULAM,67.6399993896,53.1218986511
ULOO,57.7839012146,28.3955993652
USRK,62.1903991699,74.5337982178
UNKL,56.1729011536,92.4933013916
UAKK,49.6707992554,73.3343963623
UNCC,55.0917015076,82.9067001343
USHU,60.1032981873,64.8266983032
UUBI,56.9393997192,40.9407997131
ZYCC,43.9962005615,125.684997559
RJSN,37.9558982849,139.121002197
PJON,16.7285995483,-169.533996582
KSMD,41.14339828,-85.15280151
KACV,40.978099823,-124.1090011597
KOAJ,34.8292007446,-77.6120986938
KTCL,33.2206001282,-87.6113967896
KDBQ,42.40200043,-90.70950317
VHST,22.2893714905,114.152153015
AGAT,-8.87333,161.011002
AGGA,-8.7025699616,160.682006836
AGGE,-6.990745,155.886656
AGGF,-8.1075,159.576996
AGGI,-9.7475004196,159.8390045166
AGGK,-10.4497003555,161.897994995
AGGL,-10.7202997208,165.7949981689
AGGM,-8.3279695511,157.2630004883
AGGN,-8.0977802277,156.863998413
AGGO,-7.4169402122,155.5650024414
AGGR,-11.5339002609,160.06300354
AGGU,-9.8616695404,160.824996948
AGGV,-7.585559845,158.7310028076
AGKG,-7.3305,157.585
AGRM,-8.1680603027,157.6430053711
AYBK,-5.4223198891,154.6730041504
AYCH,-6.0242900848,144.970993042
AYDU,-9.0867595673,143.207992554
AYGN,-10.3114995956,150.333999634
AYGR,-8.8045396805,148.309005737
AYHK,-5.4621701241,150.4049987793
AYKI,-6.1257100105,141.2819976807
AYKK,-7.4243798256,144.2500762939
AYKM,-7.9636101723,145.770996094
AYKV,-2.5794000626,150.807998657
AYMN,-6.14774,143.656998
AYMO,-2.06189,147.423996
AYMR,-6.3633298874,143.238006592
AYMS,-10.6892004013,152.837997437
AYTA,-5.8449997902,142.947998047
AYTB,-5.2786102295,141.2259979248
AYTK,-4.3404598236,152.380004883
AYVN,-2.6926,141.3028
AYWD,-5.6433000565,143.8950042725
BGAP,60.46445,-45.56917
BGCO,70.7431030273,-22.6504993439
BGFH,61.9921989441,-49.6624984741
BGGN,69.251181993,-53.5148763657
BGJH,60.7156841553,-46.0299186409
BGMQ,65.4124984741,-52.9393997192
BGNN,60.1418839759,-45.232976675
BGNS,60.9172827256,-46.059923172
BGQQ,77.4886016846,-69.3887023926
BGSS,66.9513015747,-53.7293014526
BGUK,72.7901992798,-56.1305999756
BGUQ,70.7341995239,-52.6962013245
BIGR,66.5458,-18.0173
BITN,66.21849823,-15.3355998993
BIVO,65.7205963135,-14.8506002426
CAE5,50.1436004639,-122.948997498
CAJ4,52.4524993896,-125.3030014038
CCA6,52.5668983459,-55.7846984863
CCK4,52.3727989197,-55.6739006042
CCP4,52.5280990601,-56.2860984802
CCZ2,54.1796989441,-58.4575004578
CEB3,67.0392,-126.08
CEM3,63.1316986084,-117.2460021973
CJV7,52.7085990906,-88.5419006348
CKB6,53.8492012024,-89.5793991089
CKL3,52.893901825,-89.2891998291
CKQ3,52.4900016785,-92.9710998535
CNE3,53.9655990601,-91.0271987915
CNM5,53.0125007629,-89.8553009033
CNT3,51.6585998535,-85.9017028809
CPV7,52.1133003235,-94.2555999756
CSU2,53.8055992126,-78.9169006348
CTB6,50.6744003296,-59.3835983276
CTU5,50.8307991028,-58.9756011963
CYAC,51.7271995544,-91.8244018555
CYAG,48.6542015076,-93.4396972656
CYAQ,53.5247001648,-88.6427993774
CYAS,60.0271987915,-69.9991989136
CYAT,52.9275016785,-82.4319000244
CYAX,50.2943992615,-96.0100021362
CYBE,59.5614013672,-108.4810028076
CYBX,51.4435997009,-57.1852989197
CYCA,53.682800293,-57.0419006348
CYCS,63.3469009399,-90.7311019897
CYDP,56.5491981506,-61.6803016663
CYER,56.018901825,-87.6761016846
CYFA,52.2014007568,-81.6968994141
CYFH,51.5619010925,-87.9077987671
CYFT,55.0769004822,-59.1864013672
CYGB,49.6941986084,-124.5179977417
CYGO,54.5588989258,-94.4914016724
CYGT,69.3647003174,-81.8161010742
CYGW,55.2818984985,-77.765296936
CYGX,56.3574981689,-94.7106018066
CYGZ,76.4261016846,-82.9092025757
CYHA,61.0463981628,-69.6177978516
CYHC,49.2943992615,-123.111000061
CYHH,51.6911010742,-76.135597229
CYHO,55.448299408,-60.2285995483
CYHR,50.4688987732,-59.6366996765
CYIK,62.417301178,-77.9253005981
CYIV,53.8572006226,-94.6536026001
CYKO,60.8185997009,-78.1485977173
CYKQ,51.4733009338,-78.7583007813
CYLA,59.2966995239,-69.5997009277
CYLC,62.8499984741,-69.8833007812
CYLH,52.1955986023,-87.9341964722
CYSG,46.0964012146,-70.7146987915
CYLU,58.7113990784,-65.9927978516
CYMH,52.3027992249,-55.8471984863
CYMT,49.771900177,-74.5280990601
CYMU,56.5360984802,-76.5183029175
CYNC,53.0106010437,-78.8311004639
CYNE,53.9583015442,-97.8442001343
CYNL,58.2766990662,-104.0820007324
CYOH,54.9333000183,-95.2789001465
CYPH,58.4719009399,-78.0768966675
CYPM,51.8196983337,-93.9732971191
CYPO,54.9880981445,-85.4432983398
CYPW,49.8342018127,-124.5
CYQD,53.9714012146,-101.091003418
CYQN,50.182800293,-86.6964035034
CYRA,64.1160964966,-117.3099975586
CYRL,51.0668983459,-93.7930984497
CYSF,59.2503013611,-105.841003418
CYSK,56.5377998352,-79.2466964722
CYST,53.8456001282,-94.8518981934
CYTL,53.8177986145,-89.8968963623
CYVZ,52.6557998657,-94.0614013672
